product_id,price,n_reviews_total,y_favrate_only,y_50_50,y_30_70,y_70_30,y_sentiment_only,m_e_avg,m_f_avg,me1_z,me2_z,me3_z,me4_z,me5_z,mf1_z,mf2_z,mf3_z,mf4_z,mf5_z,mf6_z,mf7_z,z_pc1,z_pc2,z_pc3,z_pc4,z_pc5,z_pc6,z_pc7,has_discount,free_shipping,ln_imperfection,ln_brand_avg_price,recency_inv,sentiment_mean,favorable_rate_raw,favorable_rate_logit,sentiment_z,favrate_z,brand
2-19,828,120,-0.403035099,0.100513297,-0.100906062,0.301932655,0.604061693,-0.122987794,-0.646185017,-0.309694397,-0.83348885,-0.013218328,0.489661641,0.051800963,-0.878224334,-0.868529024,-0.858750185,0.441116985,-0.582727864,-0.819962864,-0.956217828,-0.104738991,-0.511591032,0.053984333,-0.594626823,0.012899354,0.591973869,0.524893154,1,1,0.412109650826833,6.851184927493743,0.0019880715705765,0.87,0.99,4.500819262,0.604061693,-0.403035099,DB
2-20,803,80,1.089110451,0.830865309,0.934163366,0.727567252,0.572620167,-0.345992681,-0.355894599,0.290676045,-0.451102699,-0.7332441,-0.576288132,-0.260004521,-0.519616097,-0.371336672,-0.20041851,-0.806077323,-0.390194386,0.049187251,-0.252806458,0.836186089,0.515891205,0.100342135,-0.5461526,-0.028475907,-0.060190312,0.329999078,1,0,-0.0943106794712409,6.689599269178967,0.0016835016835016,0.865,1.0,6.908754779,0.572620167,1.089110451,JL
2-21,658,106,1.089110451,0.896417924,0.973494935,0.819340912,0.703725396,-0.812870346,-1.022751682,-0.5705088,-0.83348885,-1.144687398,-0.830472863,-0.685193816,-1.150271963,-0.868529024,-1.303124065,-1.057697196,-0.862776561,-0.819962864,-1.096900102,-0.343642879,0.249542949,-0.028358785,-0.342951292,0.83893025,0.449757466,0.371307509,0,1,-0.6733445532637656,6.490723534502507,0.0014727540500736,0.885849057,1.0,6.908754779,0.703725396,1.089110451,MR
2-22,938,88,1.089110451,0.819432027,0.927303397,0.711560658,0.549753603,-1.000131625,-0.973930913,-1.01256711,-0.83348885,-1.144687398,-1.324720952,-0.685193816,-0.850963363,-0.868529024,-1.078692812,-1.239691663,-0.862776561,-0.819962864,-1.096900102,1.158147251,-0.201713468,-0.516693416,-0.012317943,0.184338601,-0.256877967,0.637677541,0,1,-1.1711829815029458,7.116664670268523,0.0015243902439024,0.861363636,1.0,6.908754779,0.549753603,1.089110451,LC
2-23,543,158,1.089110451,0.795642841,0.913029885,0.678255797,0.50217523,0.511752957,1.461115489,0.144058873,0.86062701,1.316160176,0.557126817,-0.319208093,1.282190722,0.591580162,3.259364439,1.655966642,1.476870775,1.429314509,0.532521172,1.04701133,-0.174138988,-0.550135065,0.344203301,0.126906805,-0.182942597,0.662024307,0,1,-0.6733445532637656,6.23962586139748,0.001865671641791,0.853797468,1.0,6.908754779,0.50217523,1.089110451,BJ
2-24,508,158,1.089110451,0.779723081,0.903478029,0.655968133,0.470335711,0.522343931,1.440824295,0.144058873,0.836425355,1.381261964,0.547652984,-0.297679521,1.197664992,0.717451643,3.215614549,1.646725313,1.476870775,1.298921618,0.532521172,-0.067269776,-0.539397354,-0.44042784,-0.170861578,0.362910528,0.460702388,0.428483047,0,1,-0.6733445532637656,6.23962586139748,0.001865671641791,0.848734177,1.0,6.908754779,0.470335711,1.089110451,BJ
2-25,562,94,1.089110451,0.589702119,0.789465452,0.389938787,0.090293787,-0.44929597,0.3909036,-0.31467931,-0.83348885,-0.44435838,0.031240507,-0.685193816,0.679603527,-0.318443869,0.398733349,0.255623529,0.209750361,0.3854778,1.125580503,1.036834005,0.303270233,0.113553622,-0.323349033,0.413122484,0.018770408,0.222273984,1,1,-4.605170185988091,6.712834686611667,0.0192307692307692,0.788297872,1.0,6.908754779,0.090293787,1.089110451,XM
2-26,965,56,1.089110451,0.895994183,0.97324069,0.818747676,0.702877915,0.22005578,-0.520576903,0.075212089,-0.150656437,1.059473128,0.315513312,-0.199263193,-1.150271963,-0.868529024,-0.844643077,0.062613068,0.037379963,-0.819962864,-0.060624423,-0.664075262,-1.239877055,1.441949134,0.021509387,-0.062737954,-0.140974404,0.071320393,1,1,-1.5606477482646677,6.873163834212518,0.0019607843137254,0.885714286,1.0,6.908754779,0.702877915,1.089110451,SH
2-27,978,11,1.089110451,0.740828214,0.880141109,0.601515319,0.392545976,0.635077221,0.101699146,2.821284052,2.642748889,-1.144687398,-0.458765623,-0.685193816,0.063824891,-0.868529024,0.312780954,0.928380038,2.192300126,-0.819962864,-1.096900102,-0.429832376,-0.177278986,-0.251673284,-0.24882109,-0.401244414,0.597750833,0.222902679,1,0,-4.605170185988091,6.712834686611667,0.001466275659824,0.836363636,1.0,6.908754779,0.392545976,1.089110451,XM
2-28,979,28,1.089110451,0.525433348,0.750904189,0.299962506,-0.038243756,-0.826455134,0.896988026,-0.343164526,-0.83348885,-0.556911258,-1.713517222,-0.685193816,1.393550018,0.978185426,0.795308148,1.220722067,3.337953884,-1.555751322,0.10894796,-0.381961403,-0.567284031,0.650315962,-0.784547587,-0.17879295,0.570354802,0.492771892,0,1,-4.605170185988091,7.067603979924033,0.0015128593040847,0.767857143,1.0,6.908754779,-0.038243756,1.089110451,MZ
2-29,900,479,-0.403035099,0.208622258,-0.036040685,0.453285201,0.820279615,3.563841764,1.433882549,3.590099717,2.243961282,5.858724621,3.445609065,2.680814134,-1.106901303,-0.835313669,1.017529448,2.752595622,6.479731925,-0.733941667,2.463477489,0.996308231,-0.37018512,1.13389605,0.176853118,-0.355055216,0.108631826,0.774407684,0,0,-4.605170185988091,7.429125116623799,0.0016949152542372,0.904384134,0.99,4.500819262,0.820279615,-0.403035099,JH
2-30,960,110,1.089110451,0.960918892,1.012195515,0.909642268,0.832727332,-0.746889522,-1.053807619,-0.267096051,-0.83348885,-0.995071653,-0.95359724,-0.685193816,-1.150271963,-0.868529024,-1.303124065,-1.275088752,-0.862776561,-0.819962864,-1.096900102,-0.025224829,-0.407516237,-0.236302841,-0.130999741,0.196359504,0.463905331,0.476235023,0,1,0.412109650826833,7.29867060607557,0.0015197568389057,0.906363636,1.0,6.908754779,0.832727332,1.089110451,BY
2-31,988,120,1.089110451,0.917329504,0.986041883,0.848617125,0.745548557,-0.046568386,0.202326367,0.250000541,-0.83348885,-0.013218328,0.765598994,-0.401734286,0.005930458,0.275013386,0.104059889,0.932896854,0.537466921,0.059917499,-0.499000438,1.187301788,0.184734273,-0.039566597,-0.390955441,0.561315315,-0.176659839,0.20440653,1,1,-4.605170185988091,6.980695903383852,0.0015151515151515,0.8925,1.0,6.908754779,0.745548557,1.089110451,HF
2-32,598,290,1.089110451,0.708893874,0.860980505,0.556807243,0.328677297,-0.51241642,-0.108356729,-0.366247374,-0.095088006,-0.7899949,-0.625558004,-0.685193816,0.012966173,0.732773241,0.211492808,-0.262724378,-0.688953232,-0.198348478,-0.56570324,0.376303872,-0.731397391,-0.493605474,0.058758616,0.499665253,0.189890356,0.120841463,1,1,-4.605170185988091,6.712834686611667,0.5,0.826206897,1.0,6.908754779,0.328677297,1.089110451,XM
2-33,858,142,-1.496612489,-1.319552697,-1.390376614,-1.24872878,-1.142492904,-0.269882914,0.018619887,-0.10510234,-0.752703044,-0.449290274,-0.219480851,0.177161938,-0.366523994,-0.252290616,-0.210154401,-0.082353302,0.202197355,0.316536678,0.522927489,-0.779705218,0.948127309,0.295000077,-0.295418203,1.00519031,0.062511805,0.199315696,1,0,-2.207274913189724,6.755768921984255,0.5,0.592253521,0.94,2.736069275,-1.142492904,-1.496612489,AG
2-34,949,87,-1.496612489,-0.673594013,-1.002801404,-0.344386623,0.149424463,0.357237139,0.381373572,0.980252076,0.638917594,-0.009671403,0.549098312,-0.372410886,0.714547727,0.503036085,0.65484514,0.46258537,0.875456727,-0.050345052,-0.49051099,1.183333913,0.439136041,0.046993985,-0.596087415,0.026755199,-0.169284048,0.391054679,0,0,-1.1711829815029458,6.728628613084702,0.0023696682464454,0.797701149,0.94,2.736069275,0.149424463,-1.496612489,CS
2-35,714,98,1.089110451,0.738786556,0.878916114,0.598656998,0.388462661,-0.883238327,-0.942108918,-1.01256711,-0.83348885,-0.976751358,-1.185865141,-0.407519174,-0.908003203,-0.706180501,-1.162052992,-1.210344587,-0.691318175,-0.819962864,-1.096900102,-0.580937626,0.35448697,0.046369488,-0.43004931,0.223497874,0.218001964,0.175658882,1,1,-4.605170185988091,6.712834686611667,0.0017889087656529,0.835714286,1.0,6.908754779,0.388462661,1.089110451,XM
2-36,610,3,-1.496612489,-4.020128791,-3.01072227,-5.029535312,-6.543645093,-1.000131625,-1.424844962,-1.01256711,-0.83348885,-1.144687398,-1.324720952,-0.685193816,-1.150271963,-0.868529024,-1.303124065,-3.872350157,-0.862776561,-0.819962864,-1.096900102,1.070517215,0.342928995,0.270159506,-0.6910613,0.182661317,-0.260639516,0.436524352,1,1,-0.3424903089467757,6.415096959171596,0.0014245014245014,-0.266666667,0.94,2.736069275,-6.543645093,-1.496612489,YG
2-37,698,360,1.089110451,1.031741722,1.054689213,1.00879423,0.974372992,-0.360101682,1.114897913,0.23698438,-0.6210521,0.061070045,-0.34823032,-1.129280413,1.956635612,0.556755718,1.172934511,1.165774057,-0.256004385,0.732346395,2.475843481,-0.029934775,-0.32794771,-0.21563668,-0.311225378,-0.294524298,0.570478632,0.583276176,0,1,-0.6733445532637656,6.54965074223381,0.0093457943925233,0.928888889,1.0,6.908754779,0.974372992,1.089110451,BC
2-38,543,56,-0.810020789,-0.51957976,-0.635756172,-0.403403349,-0.229138732,-0.369138501,-0.562740527,0.033374427,-0.83348885,-0.226287179,-0.620027713,-0.199263193,-1.150271963,-0.868529024,0.401484735,-0.256790353,-0.562724386,-0.819962864,-0.682389831,0.174108995,-0.204853994,0.784735585,0.60577091,1.027442426,-0.536554603,-0.015154745,1,1,-0.3424903089467757,6.453099926683201,0.0014430014430014,0.7375,0.98,3.844050022,-0.229138732,-0.810020789,HX
2-39,899,100,-0.403035099,0.059639314,-0.125430451,0.244709079,0.522313726,-0.761951066,-0.800825952,-0.438554394,-0.83348885,-1.144687398,-0.70783087,-0.685193816,-0.942526501,-0.391224366,-0.962437423,-1.03483101,-0.526718125,-0.819962864,-0.928081374,-0.341209866,-0.226321074,0.276071424,-0.203460896,-0.587306749,0.612323653,0.07428123,0,1,0.009950330853168,6.202535517187923,0.0017699115044247,0.857,0.99,4.500819262,0.522313726,-0.403035099,ZH
2-40,897,190,1.089110451,0.87637278,0.961467849,0.791277712,0.663635109,-0.697566433,-0.819502232,-0.691958504,-0.672484155,-0.700761734,-0.737433955,-0.685193816,-1.004485674,-0.533578387,-0.766064015,-1.084654742,-0.59746727,-0.819962864,-0.930302673,0.254919394,-0.306868906,-0.111355666,-0.446512031,-0.405294175,0.54057123,0.106757496,1,1,0.412109650826833,6.8001700683022,0.0035211267605633,0.879473684,1.0,6.908754779,0.663635109,1.089110451,ZL
2-41,617,79,1.089110451,0.932950768,0.995414641,0.870486895,0.776791086,-0.759713992,-1.05959245,-0.439196964,-0.83348885,-1.144687398,-0.696002933,-0.685193816,-1.150271963,-0.868529024,-1.303124065,-1.315582574,-0.862776561,-0.819962864,-1.096900102,-1.509769882,1.838656444,0.546336013,0.59277224,-0.053398368,-0.11826891,0.793394375,0,1,0.009950330853168,6.42648845745769,0.0014144271570014,0.897468354,1.0,6.908754779,0.776791086,1.089110451,YH
2-42,515,633,-1.057712899,-0.410656702,-0.669479181,-0.151834224,0.236399495,0.472633721,0.890437806,0.723332324,0.77941956,0.884904543,0.096473755,-0.120961576,1.736937519,-0.667452812,1.31590238,0.625872629,-0.252243858,0.963326433,2.51072235,0.304947882,0.884860813,0.778504436,0.413156985,0.717188299,0.638515833,-0.322062967,0,0,-4.605170185988091,6.008813185442595,0.0277777777777777,0.811532385,0.97,3.444339264,0.236399495,-1.057712899,BR
2-43,648,780,-1.237380537,-0.949923993,-1.06490661,-0.834941375,-0.662467448,-0.233939551,0.260637161,-0.456877145,0.281804091,0.108983848,-0.51435488,-0.589253667,0.637854611,0.829574086,0.154700787,0.040548436,0.532081369,-0.200910076,-0.169389084,0.539733733,-0.51528049,-0.255897247,-0.342257612,0.059887178,0.388367212,0.025219055,1,0,-2.207274913189724,7.372785624427692,0.0093457943925233,0.668589744,0.96,3.154402342,-0.662467448,-1.237380537,LG
2-44,518,103,-0.403035099,0.05441941,-0.128562394,0.237401214,0.511873919,-0.053473918,0.666188616,0.056527308,-0.165241207,-0.12606564,0.652603767,-0.685193816,0.386448975,0.618220922,0.969078948,0.498588927,0.605439905,1.33025389,0.255288745,1.16378583,0.397193957,-0.384367983,-0.02409578,-0.331805809,-0.350800437,0.311886318,1,1,0.6981347220709843,6.2324480165505225,0.0019455252918287,0.855339806,0.99,4.500819262,0.511873919,-0.403035099,
2-45,643,393,-0.810020789,-0.627885015,-0.700739325,-0.555030705,-0.445749241,-0.275151098,0.172394748,-0.267367033,-0.166988816,-0.171042952,-0.379441471,-0.39091522,0.278874843,0.224535078,0.392540662,-0.519748198,0.526778039,-0.059835348,0.363618162,1.149810474,-0.047169736,-0.328444433,-0.108673049,-0.31132435,0.051777493,0.29155535,0,1,-4.605170185988091,6.467698726104354,0.0019157088122605,0.703053435,0.98,3.844050022,-0.445749241,-0.810020789,FI
2-46,758,152,-1.379109601,-1.085443078,-1.202909687,-0.967976469,-0.791776556,-0.363521073,-0.551686922,-0.596392477,-0.908959801,-0.386765533,0.580679189,-0.506166744,0.104206037,-0.397504691,-0.91981911,-0.734351643,-0.310048871,-1.02569319,-0.578596988,1.302348308,0.15222642,0.361742498,-0.845783407,0.421935183,-0.11769095,0.20711529,1,0,-1.1711829815029458,6.866586001944066,0.0294117647058823,0.648026316,0.95,2.92568843,-0.791776556,-1.379109601,LS
2-47,508,83,-0.810020789,-0.504900735,-0.626948757,-0.382852713,-0.199780681,-0.37182048,0.16608702,-1.01256711,-0.510994506,-0.549829617,0.489661641,-0.275372808,0.592859063,-0.053852399,-0.077675345,-0.667687499,-0.66033172,1.227833927,0.801463113,1.214667221,0.837630085,0.861667534,0.383208558,-0.442786889,0.697156785,-0.503701065,1,1,-4.605170185988091,6.2324480165505225,0.0121951219512195,0.742168675,0.98,3.844050022,-0.199780681,-0.810020789,JO
2-48,599,524,1.089110451,0.951711172,1.006670884,0.896751461,0.814311893,-0.121026162,-0.139147509,-0.324002239,-0.147528961,-0.088597253,-0.04790114,0.002898784,-0.527970092,-0.177773237,-0.140992769,0.819989119,-0.133260396,-0.421878842,-0.392146344,-0.260845204,-0.200474933,-0.50587869,-0.027135729,-0.32156233,0.542255873,0.042140342,1,0,0.412109650826833,6.396929655216146,0.0019801980198019,0.903435115,1.0,6.908754779,0.814311893,1.089110451,OK
2-49,556,323,-0.403035099,0.2405887,-0.01686082,0.498038219,0.884212498,-0.782817408,-0.92051101,-0.729677164,-0.620394401,-1.042781937,-1.004535788,-0.516697748,-1.085954482,-0.819271578,-1.223635101,-0.582914019,-0.862776561,-0.772125225,-1.096900102,-0.007966052,-0.672551355,-0.161613642,-0.553720709,0.234379143,0.563268152,0.074392679,1,1,-0.2107210313156528,6.322565239927284,0.0020876826722338,0.914551084,0.99,4.500819262,0.884212498,-0.403035099,BS
3-1,1199,690,-1.237380537,-0.498701298,-0.794172994,-0.203229602,0.239977941,0.289051162,1.210092695,0.406760397,0.570440981,0.650159453,0.133358973,-0.315463994,2.003007367,1.806221716,1.206407655,0.780037928,0.757650135,0.651169734,1.266154326,0.052774993,-0.460421142,-0.027848126,-0.368548918,-0.105391353,-0.127002703,-0.680440635,1,0,-4.605170185988091,7.372785624427692,0.0285714285714285,0.812101449,0.96,3.154402342,0.239977941,-1.237380537,LG
3-2,1251,22,1.089110451,0.354954947,0.648617148,0.061292745,-0.379200558,-0.751549557,0.630456198,-1.01256711,-0.83348885,-0.396608674,-0.829889336,-0.685193816,0.727081506,0.758645946,-0.113638426,-0.288394896,0.282877197,1.170010464,1.876611598,-0.075713525,-0.587517629,-0.616514942,-0.09720618,0.119154312,0.189226722,-0.574897512,1,1,-1.5606477482646677,8.330274416924992,0.002016129032258,0.713636364,1.0,6.908754779,-0.379200558,1.089110451,ZX
3-3,1058,102,1.089110451,0.796033031,0.913263999,0.678802063,0.502955611,-1.000131625,-0.97848225,-1.01256711,-0.83348885,-1.144687398,-1.324720952,-0.685193816,-1.019339949,-0.868529024,-1.303124065,-1.209760301,-0.862776561,-0.819962864,-0.765882987,0.054185461,-0.569641234,-0.262628398,-0.216563992,0.249472047,0.547799551,-0.003222678,1,1,-0.6733445532637656,7.404157382082404,0.0016750418760469,0.853921569,1.0,6.908754779,0.502955611,1.089110451,JN
3-4,1408,67,-1.057712899,-0.310826097,-0.609580818,-0.012071376,0.436060706,-0.820301186,-0.799207887,-0.732816777,-0.83348885,-1.144687398,-1.162238929,-0.228273976,-0.873425665,-0.601380895,-0.713573312,-0.933929495,-0.862776561,-0.512469181,-1.096900102,-0.147367376,0.764448026,-0.283612197,-0.044311504,0.767608845,-0.203472957,-0.20006655,0,1,-0.6733445532637656,7.404157382082404,0.0014684287812041,0.843283582,0.97,3.444339264,0.436060706,-1.057712899,JN
3-5,1299,393,-1.057712899,-0.579722725,-0.770918794,-0.388526655,-0.10173255,-0.011888655,0.437909395,0.108213806,-0.064824577,0.352421804,0.004902933,-0.460157242,0.652051442,1.18602665,0.498493533,0.112045932,0.216800475,-0.131916406,0.531864138,-0.085144025,-0.464993846,-0.910501685,0.310728784,0.357839981,0.175164758,-0.000553791,1,0,-2.207274913189724,7.372785624427692,0.02,0.757760814,0.97,3.444339264,-0.10173255,-1.057712899,LG
3-6,1370,57,-0.403035099,-0.262994866,-0.319010959,-0.206978773,-0.122954633,-0.385235895,0.336011652,-0.546725546,-0.83348885,0.190698745,-0.051470009,-0.685193816,1.348921562,0.317754482,-0.332951071,0.117390811,-0.273200358,0.716156898,0.458009242,-0.426322593,0.065874429,-0.252023175,-0.475450107,0.337292144,-0.060403413,-0.798762036,1,1,-1.5606477482646677,7.549671082742242,0.0045662100456621,0.754385965,0.99,4.500819262,-0.122954633,-0.403035099,MY
3-7,1060,120,-0.403035099,0.134574949,-0.08046907,0.349618969,0.672184998,-0.132521781,-0.657455348,-0.348742881,-0.83348885,-0.150366094,0.674879864,-0.004890943,-0.865858533,-0.868529024,-0.858750185,0.349858865,-0.582727864,-0.819962864,-0.956217828,0.02760277,-0.565940902,-0.075654258,-0.535596393,0.219937491,-0.033227794,-0.157745274,1,1,0.412109650826833,6.851184927493743,0.0019880715705765,0.880833333,0.99,4.500819262,0.672184998,-0.403035099,DB
3-8,1439,45,1.089110451,0.668417428,0.836694637,0.500140218,0.247724404,0.387232566,1.207021892,-0.491920656,1.375853357,-0.04750527,1.784929214,-0.685193816,0.498501543,1.429604514,1.264369466,2.035768135,1.128680835,1.125788834,0.966439916,0.18998005,-0.609794486,-0.148835501,-0.340586618,0.246078579,0.331561706,-0.265993675,1,1,-0.6733445532637656,7.067603979924033,0.0020703933747412,0.813333333,1.0,6.908754779,0.247724404,1.089110451,MZ
3-9,1018,647,1.089110451,0.76596553,0.895223498,0.636707561,0.442820608,0.236331825,1.641224134,0.647747877,0.02643673,0.483809839,0.225181026,-0.201516349,1.936782481,0.597688917,1.600352648,1.447984138,2.097861898,2.486346732,1.321552127,0.157897394,-0.633542933,-0.719086163,0.012626642,0.173761026,0.361618325,-0.006774789,1,1,-0.6733445532637656,6.738152494595957,0.0196078431372549,0.844358578,1.0,6.908754779,0.442820608,1.089110451,WN
3-10,1459,163,-0.403035099,-0.038562408,-0.184351484,0.107226669,0.325910283,0.270211258,0.919294938,0.22356895,0.198719165,0.597005091,0.683065921,-0.351302836,1.105917795,1.461869485,0.956609505,1.628517628,0.039220774,0.786282899,0.456646481,-0.55000756,-0.908002608,-0.331411583,0.158439175,0.239826059,0.05717188,-0.226600997,1,1,-4.605170185988091,7.85462371132043,0.0030395136778115,0.825766871,0.99,4.500819262,0.325910283,-0.403035099,PG
3-11,1099,446,-1.237380537,-0.669283885,-0.896522546,-0.442045224,-0.101187232,0.04978356,0.892278106,-0.114276871,0.418268506,0.571197209,-0.139371786,-0.486899257,1.405234551,1.744517777,0.744198878,0.685754223,1.360031477,-0.002924224,0.30913406,1.039012828,-0.167095672,-0.870367901,0.277195521,-0.385146753,-0.32598879,0.126868881,1,0,-2.207274913189724,7.372785624427692,0.003125,0.757847534,0.96,3.154402342,-0.101187232,-1.237380537,LG
3-12,1375,128,1.089110451,1.007232616,1.03998375,0.974481482,0.925354781,-0.495524299,-0.344968231,-0.353623942,0.062728692,-0.860748664,-0.640783763,-0.685193816,-0.582217966,-0.091665974,-0.081610216,-0.413097043,-0.731503734,-0.176147964,-0.338534719,1.174897841,0.413010492,0.018880022,-0.865331853,-0.095568486,-0.435324726,-0.775183654,1,1,-4.605170185988091,7.6127322112956595,0.002004008016032,0.92109375,1.0,6.908754779,0.925354781,1.089110451,SM
3-13,1358,171,1.089110451,0.961136191,1.012325895,0.909946487,0.833161931,1.141036126,0.287886982,1.97429939,0.642387523,0.780193529,1.282790874,1.025509314,-0.725061953,-0.868529024,0.889389904,1.809561847,0.414638545,-0.036842986,0.532052544,-0.730270911,-1.027826958,0.155006226,0.019583788,0.038365549,-0.748883755,0.038718606,0,1,-1.5606477482646677,7.549671082742242,0.0021231422505307,0.906432749,1.0,6.908754779,0.833161931,1.089110451,MY
3-14,1273,95,1.089110451,0.838311986,0.938631372,0.7379926,0.587513521,-0.206581946,-0.648722848,-0.642634103,0.293544017,-0.23518116,-0.121498811,-0.327139673,-0.751962995,-0.659184876,-1.143045521,-0.446168105,0.198460604,-0.819962864,-0.919196177,1.215567826,0.559272555,-0.570832215,0.091920226,-0.238196136,-0.553123738,-0.023509991,1,1,0.6981347220709843,7.149916836132109,0.0017123287671232,0.867368421,1.0,6.908754779,0.587513521,1.089110451,HY
3-15,1215,449,-0.403035099,-0.200106901,-0.28127818,-0.118935622,0.002821297,-0.222759824,0.468121244,0.036262996,0.069249057,-0.530729692,-0.412478479,-0.276103002,0.607654756,0.945281828,0.018304491,0.516846997,-0.151739782,0.519860394,0.820640024,-0.260591139,-0.583228595,-0.314641039,-0.207226806,0.077209672,0.023018033,-0.137746774,1,0,-4.605170185988091,7.549671082742242,0.5,0.774387528,0.99,4.500819262,0.002821297,-0.403035099,MY
3-16,1399,588,-1.237380537,-0.630860789,-0.873468688,-0.38825289,-0.02434104,-0.256861224,0.594792343,-0.486607937,-0.13114694,-0.074095143,-0.115518267,-0.476937835,1.056224418,0.399818813,0.692863678,0.127058387,0.492220958,0.669132823,0.726227326,0.161180232,-0.675840158,-0.398614752,0.05634733,0.128816532,0.172215321,0.324491425,0,1,-2.207274913189724,7.372785624427692,0.0555555555555555,0.770068027,0.96,3.154402342,-0.02434104,-1.237380537,LG
3-17,1158,98,1.089110451,0.735578237,0.876991123,0.594165352,0.382046023,-0.883238327,-0.937096297,-1.01256711,-0.83348885,-0.976751358,-1.185865141,-0.407519174,-0.88781414,-0.706180501,-1.162052992,-1.195445302,-0.691318175,-0.819962864,-1.096900102,-0.654772135,1.012999944,-0.565685617,0.324814376,0.532756319,-0.327472628,-0.228000502,0,1,-4.605170185988091,6.712834686611667,0.0017889087656529,0.834693878,1.0,6.908754779,0.382046023,1.089110451,XM
3-18,1148,196,-0.403035099,-0.21261863,-0.288785218,-0.136452043,-0.022202161,0.18312115,0.305644365,0.296354014,0.10296703,-0.02161513,-0.199988885,0.737888723,0.824470795,0.207029941,0.437592212,0.165356053,-0.176943019,0.718404372,-0.036399797,-1.150684531,1.742975061,-0.270218036,-0.389705973,-0.108772404,-0.081367208,0.067275397,1,1,-0.6733445532637656,7.404157382082404,0.3333333333333333,0.770408163,0.99,4.500819262,-0.022202161,-0.403035099,JN
3-19,1157,80,1.089110451,0.905538932,0.97896754,0.832110324,0.721967413,-0.248880407,-0.471184346,-0.251121671,-0.451102699,-0.090363947,0.2333801,-0.685193816,-0.729834719,-0.073021261,-0.126356197,-0.114036579,-0.232666994,-0.819962864,-1.202411808,-0.85857963,-0.716579585,-0.743207853,0.989161626,-0.340288026,-0.738807155,-0.176567968,1,1,-0.6733445532637656,7.05444965813294,0.0013793103448275,0.88875,1.0,6.908754779,0.721967413,1.089110451,ZQ
3-20,1338,229,-0.403035099,-0.229416772,-0.298864103,-0.159969441,-0.055798444,0.044631322,0.091237969,-0.178737036,-0.232357783,0.101021569,0.015267939,0.517961919,0.563660496,-0.234554497,0.502257121,0.102625076,-0.495900539,0.164033708,0.036544419,-0.803389031,0.83225075,-0.134597098,-0.21762531,0.708405155,0.118388998,-0.158859774,1,1,-0.6733445532637656,7.404157382082404,0.0555555555555555,0.765065502,0.99,4.500819262,-0.055798444,-0.403035099,JN
3-21,1358,102,1.089110451,0.891590608,0.970598545,0.812582671,0.694070765,-0.653941544,-0.988404582,-0.323476215,-0.83348885,-0.983337085,-0.444211752,-0.685193816,-1.150271963,-0.868529024,-1.22567328,-1.059452809,-0.698042034,-0.819962864,-1.096900102,0.767423842,0.701726447,0.328446444,-0.222026572,-0.690255214,-0.135434422,-0.260413333,0,0,-4.605170185988091,6.712834686611667,0.0014430014430014,0.884313725,1.0,6.908754779,0.694070765,1.089110451,XM
3-22,1338,249,1.089110451,0.737614038,0.878212603,0.597015473,0.386117625,0.248292705,-0.318335233,-0.306871615,-0.127072667,0.953838661,0.587120947,0.134448199,-1.126434274,-0.93242523,-0.059829005,0.712790087,0.211305788,-0.716538784,-0.31721521,-0.096582463,-0.493458786,-0.755255177,0.030977213,-0.239208609,0.13086191,-0.25122685,1,1,-0.6733445532637656,7.346655163176539,0.0020242914979757,0.835341365,1.0,6.908754779,0.386117625,1.089110451,HP
3-23,1468,49,1.089110451,0.960160562,1.011740517,0.908580606,0.831210672,0.924191917,-0.459997558,0.230609117,-0.83348885,1.374353203,2.174445477,1.67504064,-1.150271963,-0.868529024,-1.10159396,0.105758914,1.194724065,-0.819962864,-0.580108075,-0.640269409,-0.786647957,2.061611066,-1.178521241,-0.116844361,-0.101445965,-0.560062372,1,0,0.6981347220709843,7.292337176173877,0.0020283975659229,0.906122449,1.0,6.908754779,0.831210672,1.089110451,RC
3-24,1439,100,1.089110451,0.991217089,1.030374434,0.952059744,0.893323727,-0.660478987,-0.975681187,-0.356552578,-0.83348885,-0.980110079,-0.719170761,-0.413072667,-1.150271963,-0.868529024,-1.303124065,-0.728203727,-0.862776561,-0.819962864,-1.096900102,-1.06905958,0.711311741,-0.351648878,0.05671896,0.288632738,-0.0364622,-0.43379631,1,1,-4.605170185988091,7.6127322112956595,0.001418439716312,0.916,1.0,6.908754779,0.893323727,1.089110451,SM
3-25,1398,407,-0.403035099,-0.086359062,-0.213029477,0.040311353,0.230316975,-0.081093403,0.099184039,0.150252612,0.456790383,-0.242443802,-0.21023533,-0.559830879,0.278327489,0.968761633,0.168821448,0.343371391,-0.140292209,-0.39813492,-0.526566559,-0.892594271,-0.623664588,-0.607027803,0.431132632,0.185448937,-0.056710777,0.482785579,1,1,-4.605170185988091,7.6127322112956595,0.0434782608695652,0.810565111,0.99,4.500819262,0.230316975,-0.403035099,SM
3-26,1157,127,1.089110451,0.931007806,0.994248864,0.867766747,0.77290516,0.499786303,-0.600269266,-0.12705818,-0.83348885,0.669550767,0.368226586,2.421701192,-1.150271963,-0.868529024,-1.303124065,-0.883107799,0.989514029,-0.819962864,-0.166403172,-0.188826913,-0.19048183,-0.361877881,0.255412334,0.694779319,-0.374041854,0.02414811,1,0,-0.2107210313156528,7.05444965813294,0.002127659574468,0.896850394,1.0,6.908754779,0.77290516,1.089110451,QY
